samples,Bacteroides,Prevotella,Eubacterium,Faecalibacterium,Alistipes,Ruminococcus,Escherichia,undef,Roseburia,Bifidobacterium,Parabacteroides,Blautia,Clostridium,Butyrivibrio,Dialister,Coprococcus,Odoribacter,Klebsiella,Akkermansia,Streptococcus,Lactobacillus,Dorea,Capnocytophaga,Phascolarctobacterium,Sutterella,Veillonella,Fusobacterium,Bilophila,Collinsella,Megasphaera,Haemophilus,Acidaminococcus,Paraprevotella,Methanobrevibacter,Desulfovibrio,Enterobacter,Parasutterella,Mitsuokella,Coprobacillus,Eggerthella,Holdemania,Pseudoflavonifractor,Enterococcus,Anaerotruncus,Shigella,Oxalobacter,Anaerostipes,Pyramidobacter,Subdoligranulum,Citrobacter,Victivallis
MH0118,0.019915496,0.008121141,0.010522836,0.046742222,0.024143011,0.030523559,0,0.002280856,0.010399448,0.006498315,0.004584771,0.005297087,0.000513289,2.35E-05,1.50E-05,0.008360572,0.001333563,0,0,0.000131144,7.45E-06,0.013696237,0,8.40E-06,0.000324955,6.10E-05,0,0.000318317,0.002125581,0.0092047,7.23E-06,0.006074415,0,0,4.15E-05,0,7.75E-06,0.003625544,0,1.35E-05,3.13E-05,0.000101042,0,0,0,0,0,0,0.000180829,0,0.000187973
MH0033,0.14322826,0.000103788,0.130513942,0.013981875,0.020088894,0.021367542,4.46E-05,0.00507506,0.005417207,0.001016894,0.000666015,0.002308417,0.004036262,0.022658478,0.026004942,0.002989257,0.003282717,9.89E-05,0,0.000248984,0.000495444,0.00242732,0,0,0,0.000490415,1.52E-05,0.000611343,0.000327875,0,0.001189804,0,0,0.000257327,0.00096792,0.000418998,0,0,0,0,0.000157601,0.000214488,4.47E-05,1.54E-05,0,0,1.60E-05,0,7.59E-05,3.03E-05,0.000105896
MH0452,0.157152072,4.01E-06,0.09759551,0.037933245,0.027658125,0.028464139,0.000237707,0.007015008,0.010309051,0.012379546,0.007070919,0.004220002,0.000558045,1.24E-05,0.034992053,0.003535728,0.003684877,0,0.000307628,0.000331619,0,0.005112993,0.005342184,4.57E-06,0,1.66E-05,0,0.002783076,0.001544645,0,0,0,0.000619668,0,0,0,0,0,0.000177124,2.21E-05,0.000285564,0.000559275,0,2.50E-05,0,0,0,0,0.000340788,0,0
MH0322,0.083125145,0.481333237,0.031112999,0.043029929,0.020872096,0.001769336,7.10E-06,0.003866305,0.011492552,0.001071461,0.012463507,0.002251005,3.36E-05,4.56E-06,4.51E-06,0.000971752,0.003121134,0,0.001918352,7.90E-05,0,0.001185262,4.43E-06,0,0.004224349,2.74E-05,0,0.001354747,0.000754068,0,8.68E-06,0,4.43E-06,0.000197961,4.07E-06,0,9.03E-06,0,4.65E-06,1.61E-05,0.000131639,0.000201336,0,4.59E-06,1.62E-06,0,0,0,3.16E-05,0,0
MH0157,0.056311933,0.035974569,0.014964753,0.01156182,0.024409881,0.031716888,0,0.00265013,0.00380896,0.003917109,0.006808502,0.00074164,0.013240364,0.017219164,0,0.004072006,0.001327068,0,0.010977068,0.00075685,4.18E-05,0.003760545,0.015441788,0,0.002047305,0.000263073,8.39E-06,0.001755805,0.000604826,0,0.000174035,0,0.002511107,0.002645293,0.001691277,0,3.81E-05,0.003037887,0,0,5.23E-05,0.000275071,0,0,0,0,0,0,6.72E-05,0,0.000912418
MH0063,0.02894639,0.147356238,0.022643421,0.012590412,0.001695709,0.00522995,0,0.002278296,0.010691551,0.000436308,0.005347476,0.003125158,0.011481469,0.046188839,1.53E-05,0.006538612,0.002458423,0,0,0.000388156,0.000167903,0.003612118,0.002520738,0.000342014,0.00021061,0,0,4.42E-05,0.000442543,0,0,0.001891873,0.000278294,0.000712879,0,0,0,0.000827509,0,0,3.19E-05,0.000109444,0,3.12E-05,0,0,0,0,6.13E-05,0,0
MH0174,0.096969363,1.42E-05,0.015334672,0.014256845,0.010291443,0.019560086,4.27E-05,0.002104808,0.002770651,0.002838985,0.021271916,0.006108594,0.060470452,0,0.013077694,0.003886972,0.009310491,0.001333613,7.28E-06,0.000880308,9.40E-05,0.002718657,0,0,0.002945766,1.47E-05,0,0.000139738,0.000209885,0,3.49E-05,0,0,0,0,4.16E-05,7.30E-05,0,0,0,6.81E-05,9.58E-05,2.20E-05,0,0,0,0,0,4.36E-05,1.55E-05,0
MH0075,0.093165456,7.99E-05,0.019701099,0.013513627,0.02217139,0.015784174,0.000736621,0.002472834,0.006072673,0.001306056,0.021186013,0.002014854,0.00222768,0.180933124,0,0.009253917,0.003892961,0,0.001235306,0.000148044,0,0.004492694,0,0,0.006370999,7.08E-05,0,0.000156581,0.000283479,0,8.01E-05,0.001354142,0,0.000395439,0,0,1.90E-05,0,0.000263606,1.05E-05,0.000133206,0.000169662,0,2.37E-05,0,1.15E-05,0,0,0.000128513,0,0.00037197
MH0107,0.058016035,0.000250445,0.082277543,0.022365004,0.005484155,0.030592538,0,0.006154114,0.043357594,0.002376354,0.004700909,0.004270094,0.020278328,0,0.023955406,0.019478917,0.004060752,0,0.002765381,0.002275883,0.000106734,0.004039917,0,7.96E-06,0.003164368,0.005409675,7.17E-06,0.000198876,0.000186708,0,0.000269533,0,0,0.006610448,0,0,0,0,0,0,3.71E-05,8.68E-05,0,7.25E-06,0,0,0,0,0.000106944,0,2.85E-05
MH0141,0.023893553,0.122413704,0.098357268,0.010208326,0.0150034,0.0055152,0.004076201,0.005752773,0.005734491,0.000258872,0.006001078,0.000868349,0.000583711,0,0,0.001477549,0.007362009,0,1.66E-05,0.000860188,0,0.001621832,0.005360225,0,0.001335271,0.00020076,0,9.53E-05,0.00017399,0,0.000746468,0.002277821,0.000790334,0,0.00241073,5.20E-05,2.29E-05,0,0,9.91E-06,9.75E-05,0.000106366,6.04E-05,5.60E-06,0,0,0,0,4.96E-05,1.10E-05,0
MH0169,0.069849564,0.036071511,0.034852244,0.008965573,0.015357086,0.005653893,0,0.00683489,0.016844885,0.00025816,0.004491473,0.002665462,0.00034966,0.189759001,7.04E-06,0.001680996,0.006221813,0,0.000247016,0.000353513,0,0.002055152,0.005722756,2.36E-05,0.001023349,0.000576805,0,0.000277704,8.26E-05,7.17E-06,0.000108188,7.19E-06,0.000703119,0,0.000558247,0,0,0,0,0,5.87E-05,0.000121686,0,2.87E-05,0,0,0,0,2.12E-05,0,0
MH0102,0.07487921,0.005327417,0.040084634,0.022591262,0.022581484,0.036694289,0.000467404,0.022606944,0.013664894,0.004084441,0.010046033,0.008247993,0.00023249,0,3.48E-05,0.005733499,0.00462535,0,0.001969628,0.00160145,0,0.006412942,0,0.009599282,0.002689619,8.79E-05,8.73E-06,0.001020415,0.000800836,0,3.39E-05,0,0,0.002350324,0,0,2.62E-05,0,0,7.83E-06,0.000208289,0.000280744,1.74E-05,0,0,0,0,0,4.36E-05,0,0
MH0050,0.056189403,0.065647991,0.017071637,0.017986161,0.013281594,0.00923534,7.71E-05,0.004161607,0.001482571,0.00186073,0.004852078,0.004723417,0.000103194,0.156391358,0,0.007172015,0.009454325,0,0.003691586,2.24E-05,0.000657264,0.009571449,0.004654907,1.27E-05,0.000145565,4.63E-05,0,0,0.00056627,0,9.96E-05,0,0.000801162,0.000234739,0.000811566,0,2.57E-05,0,0,1.03E-05,3.56E-05,0.000221248,0,0,0,0.000733493,0,0,5.72E-05,0,1.14E-05
MH0035,0.121372494,0,0.062545626,0.00808391,0.008350799,0.016196333,0,0.005609861,0.007864221,0.003951396,0.004955342,0.001746974,0.000287009,1.37E-05,0.02249512,0.00161719,0.0038577,0,0.007549124,0.00465514,0.000415592,0.002000857,0.008099895,0,0,0.000957444,0,0.000455251,0.000244208,0,0.000912263,0,0.002353711,0.000229964,0.000523837,0,4.15E-05,0,2.80E-05,3.65E-05,5.63E-05,8.25E-05,0,0,0,0,0,0,5.44E-05,0,5.41E-05
MH0286,0.034067173,0.047537852,0.009644907,0.025211818,0.004701868,0.007046869,2.67E-05,0.006689275,0.006922355,0.004816198,0.006586676,0.002510798,0.001780371,0,5.52E-06,0.004131936,0.000317217,0.000137652,0.001748721,0.000476542,0.001321613,0.003251328,0.009039511,0.054038175,0.000639764,0.000217624,5.57E-06,5.84E-05,0.000767742,0,1.60E-05,0,0.000912699,0,0.003701098,0,4.72E-05,0,0,4.97E-06,6.33E-05,0.00022497,0,1.12E-05,0,0,0,0,8.82E-05,0,0
MH0069,0.1029976,8.45E-05,0.07473467,0.030519689,0.036981688,0.020536739,0,0.006366162,0.002382158,0.008590129,0.009257348,0.001889342,6.62E-05,0.059293225,1.45E-05,0.010449178,0.003737888,0,0,0.000391356,1.43E-05,0.004358241,0.004333558,1.62E-05,0,0,0,0.001615539,0.000715465,0,0,0,0.000494617,0,7.08E-06,0,4.09E-05,0,0,6.54E-06,6.06E-05,0.000156385,0,7.40E-06,0,0,0,0,0.000174883,0,0
MH0081,0.165893352,3.84E-05,0.024765754,0.006129149,0.032566635,0.010239288,2.47E-05,0.009529287,0.008565042,0.00093768,0.003321642,0.004111377,0.011019834,0,0.022344153,0.003048628,0.007004149,1.22E-05,1.27E-05,9.87E-05,0,0.002397391,0,0,0.002049451,3.84E-05,1.27E-05,0.000669195,0.000274016,0,9.72E-05,0,0,0.000713184,0,0,0,0,0,0,0,0.000153864,0,1.29E-05,0,0,0,0,5.05E-05,0,0
MH0411,0.132700909,1.39E-05,0.028532986,0.078808142,0.018021834,0.003235394,1.80E-05,0.003134545,0.033858282,0.00790564,0.010365704,0.002638589,0.000204341,0,0.054953029,0.010431591,0.002717207,0,0.000126245,0.003095135,0.000130163,0.00231623,2.75E-05,0,0,0.001643227,0,0.000224369,0.000699273,0,0.000620656,0,0,0,0,0,3.41E-05,0,0,4.20E-06,0.000228356,9.01E-05,0,0,0,0,0,0,7.47E-05,0,4.66E-06
MH0103,0.124796658,0.280937075,0.062987356,0.01329427,0.005200923,0.004076725,6.22E-06,0.009046902,0.00833719,0.000550501,0.005737584,0.004282987,0.003999456,0,0,0.010866804,0.001804346,0,0.00019534,0.000331933,0,0.002788623,0.005261618,0,0.001251331,0.000151858,0,1.44E-05,0.000385817,7.63E-06,9.49E-06,0,0.000585544,0,0.00103323,0,0,0,0,0,0.000140525,0.000114198,0,7.63E-06,1.02E-06,0,7.92E-06,0,2.25E-05,0,0.000194841
MH0147,0.151289301,0.040611254,0.026338908,0.014759997,0.013117634,0.02091097,0.000640113,0.008386426,0.006487853,0.002556879,0.002856866,0.004402142,0.005978882,7.59E-06,3.01E-05,0.007233858,0.005219389,0,0.030302425,0.000309749,2.25E-05,0.018782384,0,0,0.020534001,4.57E-05,0,0.001378994,0.003103693,0,0,0,0,0,6.76E-06,0,1.52E-05,0,0.000672931,0.000121872,0.00033614,0.000202589,0,7.64E-06,0,0,0,0,0.000214325,0,7.50E-06
MH0423,0.085587978,0.020925255,0.018300048,0.044549472,0.016876935,0.00762494,0,0.002519536,0.006071613,0.006150745,0.016835302,0.001710453,0.001330298,0,0.033769215,0.004133853,0.000908406,0,0.000204255,0.000366249,0.001735923,0.001952483,0,0,0.000135077,9.82E-05,0,2.45E-05,0.001168476,0,8.20E-05,0.00065583,0,0,0,0,0,0,0,0,0.000137959,5.16E-05,0,0,0,0,0,0,9.67E-05,0,0.0003056
MH0091,0.118449927,0.253329572,0.055561226,0.021066439,0.018054279,0.005267961,0.000209251,0.003899743,0.003568317,0.000181097,0.017722644,0.003290028,0.011690316,0,0,0.005346272,0.001937365,0,0.000119873,0.000203925,0,0.003804317,0,0.016923338,0.00727453,2.13E-05,0,0.001251944,0.000552687,0,2.03E-05,0,0,0,0.002909974,4.09E-05,0,0,0,1.27E-05,7.33E-05,0.000178338,0,7.16E-06,0,0,0,0,0.000119514,0.001876233,1.41E-05
MH0198,0.194837924,0.000106223,0.052305678,0.02423563,0.005470048,0.015848064,1.55E-05,0.00639224,0.012109397,0.000495117,0.000933465,0.002680258,0.000381621,0,0,0.022777122,0.005085751,0,0.000891332,0.000391377,0,0.0023494,0,0,5.08E-06,0.000324676,0,0.001929675,0.00089635,0,2.99E-05,0,0,4.63E-06,0.00046114,0,0.000111341,0,0,4.65E-06,0.000166931,7.88E-05,0,4.21E-05,0,0,0,0,0.000311808,0,0.000273953
MH0082,0.086210838,5.49E-05,0.091136524,0.009878412,0.017635185,0.011431203,0.000311327,0.012299324,0.004798415,0.001141591,0.004689588,0.00158139,0.000262038,0.18284085,1.11E-05,0.003201939,0.001458985,0,0.000321886,0.000343814,0.000670843,0.002245943,0.00685244,0.003671367,0.002066154,8.95E-05,0,0.000351528,0.000529917,0,5.35E-05,0,0.001057116,0.00045595,0.001030355,0,0,0,0,9.97E-06,0.000138404,0.000247531,0,2.25E-05,0,0,0,0,0.000133802,0,1.11E-05
MH0059,0.130134625,7.44E-05,0.125551236,0.015362498,0.003145157,0.017722708,0.001542547,0.010078936,0.007002113,0.005606298,0.012860378,0.003410189,0.001630721,0.02487306,0,0.005357431,0.003205186,0,0.005483542,0.000438712,1.22E-05,0.007270204,0.007835639,0.014695398,0.007264217,0.000212608,0,0.000130675,0.001494272,0,0.000155986,0,0.001918699,6.63E-05,0,0,2.54E-05,0,0.000750884,0,0.000102899,0.000137918,0,2.51E-05,0,0,0,0,0.000136114,0,7.41E-05
MH0165,0.102921335,0.108767525,0.035308158,0.020537803,0.013471311,0.00447707,0,0.007595778,0.016158409,0.000995819,0.021307957,0.006137245,0.001511915,0,0,0.004248052,0.003958039,7.10E-06,0.008750504,0.000679004,0.000183353,0.001703004,9.52E-05,0.034576687,0.002734224,4.49E-05,7.48E-06,0.000383639,0.000993526,7.52E-06,1.42E-05,3.02E-05,0.002545795,0.00136836,0.00222968,5.80E-05,7.41E-06,0,7.61E-06,0,1.54E-05,0.000157222,0,0,0,0,0,0,9.61E-05,2.85E-05,0.000435641
MH0405,0.03391066,0.280793225,0.01364736,0.033150928,0.016387618,0.002181241,8.09E-05,0.003556521,0.011807355,0.001916144,0.007511864,0.00139075,0.003630044,1.49E-05,0,0.006004996,0.004007253,4.74E-06,0.000108518,5.86E-05,0.001275351,0.00192414,0.003200883,0,1.45E-05,4.49E-05,0,0.000710089,0.000653259,0,0.000275301,0,0.000415617,0,0.000767282,4.71E-06,4.90E-06,0,0,0,5.13E-06,0.000234796,0,5.01E-06,0,0,0,0,3.44E-05,4.73E-06,5.90E-05
MH0096,0.004310975,0.121230075,0.013846469,0.01479603,0.00027207,0.005542774,7.35E-06,0.00384058,0.000311085,4.90E-05,0.000211972,0.001354299,0.026760078,0.037942643,3.82E-05,0.004072625,0.000666799,1.47E-05,0.000705351,0.000691631,5.32E-05,0.005852957,0.002057851,0.000358619,2.25E-05,7.76E-05,0,2.94E-05,0.000117423,0.006178451,0.000734487,0,0.000241202,0.002758838,7.31E-06,0,7.81E-06,0.005971666,0,6.89E-06,7.97E-06,0.000171621,0,0,0,0,0,0,9.17E-05,0,0.000367069
MH0440,0.107617659,1.86E-05,0.025324093,0.030003672,0.035865043,0.060174635,0.000816106,0.001828134,0.000915867,0.007467653,0.004632575,0.00081464,0.000320132,0,0,0.003470709,0.000971143,5.88E-05,0.021369361,0.000421882,1.95E-05,0.001269122,3.63E-06,0,7.27E-06,0.000337376,0,0.000316719,0.002288232,1.51E-05,0.000160679,0,0,0.00095352,3.33E-06,1.22E-05,1.72E-05,0,0,1.67E-05,0.000146417,9.38E-05,0,3.76E-06,4.14E-05,0,0,0,2.59E-05,2.63E-05,0
MH0267,0.076800563,3.06E-05,0.024542178,0.04556895,0.038809496,0.010102861,0.000132455,0.00867503,0.041782257,0.001717656,0.000746843,0.001220784,0.000222858,0,0.023772747,0.004054084,0.003059563,0,0.009150805,0.00105015,2.60E-05,0.002100647,0,0,0,0.000387622,1.05E-05,0.000891307,0.000623963,5.33E-06,4.02E-05,0,0,0,4.72E-06,0,0.00048562,1.60E-05,0,5.17E-05,0.000190829,0.000389621,0,6.39E-05,0,0,0,0,0.000136133,0,0
MH0053,0.00416136,0.05526856,0.065426814,0.016043298,0.000981465,0.023545704,5.39E-05,0.00634958,0.003930161,0.003818262,0.002345542,0.004297875,4.71E-05,0.036271242,0,0.002912263,3.51E-05,0,0,0.000262332,0.000457495,0.006624713,0.000208682,0.001436764,0.000150744,0.000466487,0,4.54E-05,0.001002179,2.41E-05,0.000137933,8.44E-05,3.48E-05,0.001384415,0.000680861,0,0,0.002876339,1.22E-05,0,3.69E-05,0.000205857,0,0,1.45E-05,0,0,0,0.000106449,0,5.90E-05
MH0422,0.05160148,4.40E-06,0.023922768,0.024514517,0.004391346,0.009614467,0.000125785,0.011222772,0.006438915,0.000668368,0.005629707,0.001797201,0.020880669,0,4.48E-05,0.008211516,0.002079249,4.32E-06,0.001389071,1.78E-05,0,0.000805531,0.007893596,0,1.32E-05,2.74E-05,0,0.000220028,0.001243346,0,1.29E-05,0,0.001220453,0.000802821,4.28E-06,0,0,0,0,0.000117084,0.000102767,0.000131828,0,1.37E-05,0,0,0,0,5.84E-05,0,3.14E-05
MH0272,0.120224628,0.122254706,0.005899632,0.029678088,0.017445871,0.051477008,0.000139006,0.007578813,0.004042693,0.015857214,0.007850797,0.002429499,0.001553538,0,0,0.008387483,0.000380194,0,0.011382881,0.000135276,1.94E-05,0.001130549,0.015159537,2.75E-05,0.004609664,9.98E-05,0,0.001590365,0.000657606,0,1.90E-05,0,0.004847183,2.20E-05,0.003440049,0,0,0,1.04E-05,8.86E-06,0.000230618,0.000607563,0,2.50E-05,0,0,0,0,6.40E-05,9.49E-06,0.000427981
MH0426,0.369145001,0.000284606,0.00725932,0.026045374,0.029100287,0.029109482,0,0.005481404,0.003311409,0.001637545,0.001275831,0.000845701,0.000128615,0,0,0.003951153,0.011312372,0,0.001429644,0.000143805,0,0.002060589,4.40E-06,0,0,5.89E-05,0,0.0005609,0.00104093,0,6.58E-05,0,0,0,0.001317492,0,0,0,0,1.61E-05,0.000284967,0.00016079,0,0,0,0,0,0,7.65E-05,0,0
MH0129,0.174903642,2.88E-05,0.095773096,0.009556009,0.028549437,0.029085299,7.73E-06,0.012267205,0.005557196,0.013774941,0.007898076,0.001611895,0.001693865,0.00026889,0,0.005877809,0.005717689,0,0.001698075,0.001879577,0,0.001483418,9.67E-06,0.024002076,0.005580957,0.000288899,9.75E-06,0.001980231,0.001022864,0,7.72E-05,0.000100629,0,0.000396695,0,0,1.01E-05,0,0,0,9.23E-05,0.000554567,0,1.00E-05,1.79E-06,2.92E-05,0,0,0.000148352,0,7.88E-05
MH0056,0.127557794,0.000688764,0.107791403,0.020982446,0.019431502,0.008763437,0.003914552,0.014678366,0.012657731,0.00196167,0.012803474,0.005532586,0.001644185,4.96E-05,0,0.005746671,0.001764378,0,1.64E-05,0.000777636,0.000145513,0.005315817,0.009996245,3.65E-05,0,6.63E-05,0,0.00031437,0.000309869,0,1.57E-05,0,0.002060559,0.002295933,0.002490076,0,3.35E-05,0,0.000287166,0,0.000119133,0.000465154,0,1.66E-05,0.000100296,0,0,0,0.000114668,0,0.000147029
MH0011,0.07697281,0.000122124,0.010149689,0.02612808,0.014569512,0.008475078,6.43E-05,0.007107805,0.016170011,0.001557471,0.010614932,0.00426935,0.000185791,0,0,0.00285494,0.00511125,0,0.009055229,0.001377414,9.35E-06,0.003856916,0,0,0,4.83E-05,9.57E-06,0.001785702,0,0,1.83E-05,0,9.35E-06,0.012209802,0,0,0,0,0,0,2.97E-05,0.000349284,9.50E-06,9.69E-06,0,0,0,0,0.000164936,0,0.000104692
MH0257,0.011285972,0.231816288,0.024962389,0.017836381,0.017319015,0.012114588,0.044078357,0.002390537,0.000507621,3.76E-05,0.001073143,0.000989049,0.00017092,1.36E-05,0,0.005183017,0.002098042,0,0.000382293,1.31E-05,0,0.001463325,0.000886121,0.020621733,4.41E-06,0.000236498,0,7.34E-05,0.001373542,0,0,0,0.000132002,0.000465966,0.001496392,0,2.96E-05,0,0,4.04E-06,0.000126184,0.000128823,0,0,0.000348463,0,0,0,6.73E-05,8.87E-06,0.000116638
MH0429,0.140503993,0.156890875,0.008395808,0.027968568,0.018602093,0.022834956,0.000261267,0.00466693,0.010969132,0.001486473,0.01063728,0.009128127,0.000412902,0.067462206,2.11E-05,0.003943605,0.001644724,0,0.002834736,6.12E-05,0,0.003450346,0.017449097,0.037562427,0,1.43E-05,0,0.000642912,0.002776209,0,0,0.001156074,0.001726221,6.30E-05,0.003745937,0,2.18E-05,0.003377189,0.000174005,0,0.000315078,0.000129155,0,0.000193288,0,0,0,0,0.000218199,0,0
MH0125,0.341737255,6.20E-05,0.014987483,0.024275319,0.028356142,0.035716152,1.53E-05,0.004095013,0.010675477,0.00164771,0.015710762,0.000961619,0.001508706,0.049656845,7.88E-06,0.003093316,0.006064776,0,0.003439915,0.000746218,7.84E-06,0.00080486,0,0,2.32E-05,0.001815985,0,0.001533031,0.00105432,1.61E-05,5.43E-05,0,0,0,7.66E-06,7.66E-06,3.17E-05,0,0,2.13E-05,0.000123258,0.000153825,0,8.03E-06,0,0,0,0,0.000189886,0,0.000141978
MH0409,0.074846442,5.41E-05,0.12264722,0.039673938,0.010059934,0.003813675,9.10E-06,0.004112419,0.002747766,0.000837023,0.003901004,0.000702318,0.000136413,4.67E-06,3.69E-05,0.061249422,0.003321172,0,1.39E-05,0.000260521,0,0.002380238,0.010438987,0,0,9.36E-06,0,9.77E-05,0.000508743,2.35E-05,6.10E-05,0,0.000995582,0.001190316,0.000230397,0,8.70E-05,0,0,2.91E-05,9.14E-05,0.000131091,0,0,0,0,0,0,4.15E-05,0,1.85E-05
MH0191,0.09077557,0.011951117,0.033342433,0.067830859,0.002464522,0.005245687,0.000455859,0.007179439,0.00502401,0.03673208,0.004524777,0.005798821,0.001312444,0,0,0.00563735,0.001244093,0,0.000595983,0.00042901,0.000115628,0.012430731,0.012620041,0.011463533,0,5.63E-05,0,0.001908355,0.002222202,0,0,0.010259091,0.001943231,4.97E-05,2.14E-05,0,0.000940584,0,0,4.99E-06,7.52E-05,0.000107376,0,5.65E-06,0,0,0,0,0.000105492,0,1.11E-05
MH0025,0.204546179,9.57E-05,0.054598117,0.012099491,0.014675349,0.018853721,0.031032608,0.009603291,0.007846687,0.005227838,0.00506626,0.003182027,0.002693021,0.015146896,0,0.009439895,0.001514957,3.14E-05,0.008274209,0.000542672,1.63E-05,0.002426871,0,1.84E-05,0,8.28E-05,0,4.75E-05,0.001648219,0,1.60E-05,0,0,0.002987771,0.004416603,0,1.73E-05,0,0,1.48E-05,0.000291163,0.00041126,0.000989811,1.67E-05,6.67E-05,0,0,0,0.000115307,1.65E-05,0.000180844
MH0181,0.128887085,0.013873292,0.040797154,0.018387273,0.015989098,0.010260457,0,0.00340313,0.012476633,0.00976469,0.003514025,0.004565043,0.001207311,0,0,0.008761636,0.003503934,0,7.80E-05,0.000625908,0,0.003763179,0.013359724,0,5.10E-05,0.000113962,0,0.000324447,0.002233362,0,0,0,0.001633752,0.000626977,0.001784772,0,0,0,0.000222813,0,0,0.000306891,0,1.76E-05,0,0,0,0,0.000377808,0,0.000103755
MH0217,0.078221574,0.06430139,0.018381217,0.022262101,0.048458012,0.006169398,1.13E-05,0.007501831,0.0030591,0.007150718,0.011257027,0.000494439,0.006487025,0,0.111681976,0.001178037,0.003601356,0,0.017416906,0.000286154,0,0.000811291,2.51E-05,3.17E-05,0.002041631,0.000529308,0,0.000273214,0.000779692,0,0.000128615,0,8.37E-06,5.09E-06,0,0,5.68E-06,1.16E-05,0,1.02E-05,0.000100578,0.000178823,0,0,0,0.000893841,0,0,0.000113641,0,0
