# Z-Score comparison matrix: rows=genes, columns=intervention conditions
# Metric: ZScore
# Genes: 495, Conditions: 80
Gene,srfAA_Knockout,srfAB_Knockout,srfAC_Knockout,srfAD_Knockout,sfp_Knockout,comS_Knockout,ycxC_Knockout,ycxD_Knockout,fenA_Knockout,fenB_Knockout,fenC_Knockout,fenD_Knockout,fenE_Knockout,fgnZ_Knockout,dhbA_Knockout,dhbB_Knockout,dhbC_Knockout,dhbD_Knockout,dhbE_Knockout,dhbF_Knockout,ituA_Knockout,ituB_Knockout,ituC_Knockout,ituD_Knockout,bacA_Knockout,bacB_Knockout,bacC_Knockout,bacD_Knockout,bacE_Knockout,mycA_Knockout,mycB_Knockout,mycC_Knockout,srfA_Knockout,comA_Overexpression,comS_Overexpression,comK_Overexpression,comP_Overexpression,comQ_Overexpression,sigH_Overexpression,spo0A_Overexpression,spo0F_Overexpression,spo0B_Overexpression,spo0E_Overexpression,abrB_Overexpression,degU_Overexpression,sinI_Overexpression,sinR_Overexpression,slrA_Overexpression,srfAA_Overexpression,srfAB_Overexpression,srfAC_Overexpression,srfAD_Overexpression,sfp_Overexpression,gltA_Knockdown,acnA_Knockdown,acnB_Knockdown,icd_Knockdown,sucC_Knockdown,sucD_Knockdown,sucA_Knockdown,sucB_Knockdown,lpd_Knockdown,sdhA_Knockdown,sdhB_Knockdown,sdhC_Knockdown,sdhD_Knockdown,fumA_Knockdown,fumB_Knockdown,fumC_Knockdown,mdh_Knockdown,ctaA_Knockdown,ctaB_Knockdown,ctaC_Knockdown,ctaD_Knockdown,ctaE_Knockdown,ctaF_Knockdown,atpA_Knockdown,atpB_Knockdown,atpC_Knockdown,atpD_Knockdown
atpA,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094
atpB,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
atpC,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073,0.0073
atpD,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
atpE,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054,0.0054
atpF,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040,0.0040
atpG,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058,0.0058
atpH,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168,0.0168
bacA,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152
bacB,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151,-0.0151
bacC,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161,-0.0161
bacD,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165,-0.0165
bacE,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132,-0.0132
bcaP,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101
bcp,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019
braB,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069,-0.0069
brnQ,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037
catR,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070
ccpA,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
citH,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
citM,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276,-0.0276
citP,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095
clpB,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045
clpC,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109,-0.0109
clpE,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009
clpP,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078,-0.0078
clpX,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055,-0.0055
codY,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071,-0.0071
comA,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044
