pathway	gene1	gene2
Fc Epsilon RI Signaling	8503	5170
Fc Epsilon RI Signaling	8503	5879
Fc Epsilon RI Signaling	8503	5880
Fc Epsilon RI Signaling	8503	5881
Fc Epsilon RI Signaling	9402	3937
Fc Epsilon RI Signaling	9402	6654
Fc Epsilon RI Signaling	9402	6655
Fc Epsilon RI Signaling	9846	23533
Fc Epsilon RI Signaling	9846	2885
Fc Epsilon RI Signaling	9846	3635
Fc Epsilon RI Signaling	9846	3636
Fc Epsilon RI Signaling	9846	5286
Fc Epsilon RI Signaling	9846	5287
Fc Epsilon RI Signaling	9846	5288
Fc Epsilon RI Signaling	9846	5289
Fc Epsilon RI Signaling	9846	5290
Fc Epsilon RI Signaling	9846	5291
Fc Epsilon RI Signaling	9846	5293
Fc Epsilon RI Signaling	9846	5294
Fc Epsilon RI Signaling	9846	5295
Fc Epsilon RI Signaling	9846	5296
Fc Epsilon RI Signaling	9846	5781
Fc Epsilon RI Signaling	9846	8503
FGF Signaling	10818	2885
FGF Signaling	10818	5594
FGF Signaling	10818	5595
FGF Signaling	10818	6654
FGF Signaling	10818	6655
FGF Signaling	1398	5599
FGF Signaling	1399	5599
FGF Signaling	1432	1386
FGF Signaling	1432	9252
FGF Signaling	1432	9261
FGF Signaling	2246	2260
FGF Signaling	2246	2261
FGF Signaling	2246	2263
FGF Signaling	2246	2264
FGF Signaling	2246	2265
FGF Signaling	2247	2260
FGF Signaling	2247	2261
FGF Signaling	2247	2263
FGF Signaling	2247	2264
FGF Signaling	2247	2265
FGF Signaling	2248	2260
FGF Signaling	2248	2261
FGF Signaling	2248	2263
FGF Signaling	2248	2264
FGF Signaling	2248	2265
FGF Signaling	2249	2260
FGF Signaling	2249	2261
FGF Signaling	2249	2263
FGF Signaling	2249	2264
FGF Signaling	2249	2265
FGF Signaling	2250	2260
FGF Signaling	2250	2261
FGF Signaling	2250	2263
FGF Signaling	2250	2264
FGF Signaling	2250	2265
FGF Signaling	2251	2260
FGF Signaling	2251	2261
FGF Signaling	2251	2263
FGF Signaling	2251	2264
FGF Signaling	2251	2265
FGF Signaling	2252	2260
FGF Signaling	2252	2261
FGF Signaling	2252	2263
FGF Signaling	2252	2264
FGF Signaling	2252	2265
FGF Signaling	2253	2260
FGF Signaling	2253	2261
FGF Signaling	2253	2263
FGF Signaling	2253	2264
FGF Signaling	2253	2265
FGF Signaling	2254	2260
FGF Signaling	2254	2261
FGF Signaling	2254	2263
FGF Signaling	2254	2264
FGF Signaling	2254	2265
FGF Signaling	2255	2260
FGF Signaling	2255	2261
FGF Signaling	2255	2263
FGF Signaling	2255	2264
FGF Signaling	2255	2265
FGF Signaling	2256	2260
FGF Signaling	2256	2261
FGF Signaling	2256	2263
FGF Signaling	2256	2264
FGF Signaling	2256	2265
FGF Signaling	2257	2260
FGF Signaling	2257	2261
FGF Signaling	2257	2263
FGF Signaling	2257	2264
FGF Signaling	2257	2265
FGF Signaling	2258	2260
FGF Signaling	2258	2261
FGF Signaling	2258	2263
FGF Signaling	2258	2264
FGF Signaling	2258	2265
FGF Signaling	2259	2260
FGF Signaling	2259	2261
FGF Signaling	2259	2263
FGF Signaling	2259	2264
FGF Signaling	2259	2265
FGF Signaling	2260	10818
FGF Signaling	2260	5781
FGF Signaling	2261	10818
FGF Signaling	2261	5781
FGF Signaling	2263	10818
FGF Signaling	2263	5781
FGF Signaling	2264	10818
FGF Signaling	2264	5781
FGF Signaling	2265	10818
FGF Signaling	2265	5781
FGF Signaling	23533	10000
FGF Signaling	23533	207
FGF Signaling	23533	208
FGF Signaling	2549	1398
FGF Signaling	2549	1399
FGF Signaling	2549	23533
FGF Signaling	2549	2885
FGF Signaling	2549	5286
FGF Signaling	2549	5287
FGF Signaling	2549	5288
FGF Signaling	2549	5289
FGF Signaling	2549	5290
FGF Signaling	2549	5291
FGF Signaling	2549	5293
FGF Signaling	2549	5294
FGF Signaling	2549	5295
FGF Signaling	2549	5296
FGF Signaling	2549	8503
FGF Signaling	26281	2260
FGF Signaling	26281	2261
FGF Signaling	26281	2263
FGF Signaling	26281	2264
FGF Signaling	26281	2265
FGF Signaling	26291	2260
FGF Signaling	26291	2261
FGF Signaling	26291	2263
FGF Signaling	26291	2264
FGF Signaling	26291	2265
FGF Signaling	27006	2260
FGF Signaling	27006	2261
FGF Signaling	27006	2263
FGF Signaling	27006	2264
FGF Signaling	27006	2265
FGF Signaling	2885	6654
FGF Signaling	2885	6655
FGF Signaling	3082	4233
FGF Signaling	3265	5879
FGF Signaling	3265	5894
FGF Signaling	4214	5606
FGF Signaling	4214	5608
FGF Signaling	4217	5606
FGF Signaling	4217	5608
FGF Signaling	4233	2549
FGF Signaling	4233	5335
FGF Signaling	5286	10000
FGF Signaling	5286	207
FGF Signaling	5286	208
FGF Signaling	5287	10000
FGF Signaling	5287	207
FGF Signaling	5287	208
FGF Signaling	5288	10000
FGF Signaling	5288	207
FGF Signaling	5288	208
FGF Signaling	5289	10000
FGF Signaling	5289	207
FGF Signaling	5289	208
FGF Signaling	5290	10000
FGF Signaling	5290	207
FGF Signaling	5290	208
FGF Signaling	5291	10000
FGF Signaling	5291	207
FGF Signaling	5291	208
FGF Signaling	5293	10000
FGF Signaling	5293	207
FGF Signaling	5293	208
FGF Signaling	5294	10000
FGF Signaling	5294	207
FGF Signaling	5294	208
FGF Signaling	5295	10000
FGF Signaling	5295	207
FGF Signaling	5295	208
FGF Signaling	5296	10000
FGF Signaling	5296	207
FGF Signaling	5296	208
FGF Signaling	5335	2549
FGF Signaling	5594	10488
FGF Signaling	5594	1385
FGF Signaling	5594	1386
FGF Signaling	5594	148327
FGF Signaling	5594	468
FGF Signaling	5594	6774
FGF Signaling	5594	9586
FGF Signaling	5595	10488
FGF Signaling	5595	1385
FGF Signaling	5595	1386
FGF Signaling	5595	148327
FGF Signaling	5595	468
FGF Signaling	5595	6774
FGF Signaling	5595	9586
FGF Signaling	5599	10488
FGF Signaling	5599	1385
FGF Signaling	5599	1386
FGF Signaling	5599	148327
FGF Signaling	5599	468
FGF Signaling	5599	9586
FGF Signaling	5600	1386
FGF Signaling	5600	9252
FGF Signaling	5600	9261
FGF Signaling	5603	1386
FGF Signaling	5603	9252
FGF Signaling	5603	9261
FGF Signaling	5604	5594
FGF Signaling	5604	5595
FGF Signaling	5606	1432
FGF Signaling	5606	5600
FGF Signaling	5606	5603
FGF Signaling	5606	6300
FGF Signaling	5608	1432
FGF Signaling	5608	5600
FGF Signaling	5608	5603
FGF Signaling	5608	6300
FGF Signaling	5781	10818
FGF Signaling	5781	2549
FGF Signaling	5781	2885
FGF Signaling	5879	4214
FGF Signaling	5879	4217
FGF Signaling	5879	5599
FGF Signaling	5894	5604
FGF Signaling	6300	1386
FGF Signaling	6300	9252
FGF Signaling	6300	9261
FGF Signaling	6654	3265
FGF Signaling	6655	3265
FGF Signaling	8074	2260
FGF Signaling	8074	2261
FGF Signaling	8074	2263
FGF Signaling	8074	2264
FGF Signaling	8074	2265
FGF Signaling	8503	10000
FGF Signaling	8503	207
FGF Signaling	8503	208
FGF Signaling	8817	2260
FGF Signaling	8817	2261
FGF Signaling	8817	2263
FGF Signaling	8817	2264
FGF Signaling	8817	2265
FGF Signaling	8822	2260
FGF Signaling	8822	2261
FGF Signaling	8822	2263
FGF Signaling	8822	2264
FGF Signaling	8822	2265
FGF Signaling	8823	2260
FGF Signaling	8823	2261
FGF Signaling	8823	2263
FGF Signaling	8823	2264
FGF Signaling	8823	2265
FGF Signaling	9252	10488
FGF Signaling	9252	1385
FGF Signaling	9252	1386
FGF Signaling	9252	148327
FGF Signaling	9252	468
FGF Signaling	9252	9586
FGF Signaling	9261	10488
FGF Signaling	9261	1385
FGF Signaling	9261	1386
FGF Signaling	9261	148327
FGF Signaling	9261	468
FGF Signaling	9261	9586
FGF Signaling	9965	2260
FGF Signaling	9965	2261
FGF Signaling	9965	2263
FGF Signaling	9965	2264
FGF Signaling	9965	2265
G-protein Coupled Signaling	1017	6464
G-protein Coupled Signaling	1019	6464
G-protein Coupled Signaling	1020	6464
G-protein Coupled Signaling	1021	6464
G-protein Coupled Signaling	1022	6464
G-protein Coupled Signaling	1024	6464
G-protein Coupled Signaling	1326	6464
G-protein Coupled Signaling	1452	6464
G-protein Coupled Signaling	1453	6464
G-protein Coupled Signaling	1612	6464
G-protein Coupled Signaling	1760	6464
G-protein Coupled Signaling	1859	6464
G-protein Coupled Signaling	204851	6464
G-protein Coupled Signaling	208	6464
G-protein Coupled Signaling	2868	6464
G-protein Coupled Signaling	2869	6464
G-protein Coupled Signaling	2870	6464
G-protein Coupled Signaling	2885	6654
G-protein Coupled Signaling	2885	6655
G-protein Coupled Signaling	3654	6464
G-protein Coupled Signaling	369	6464
G-protein Coupled Signaling	3984	6464
G-protein Coupled Signaling	3985	6464
G-protein Coupled Signaling	4117	6464
G-protein Coupled Signaling	4293	6464
G-protein Coupled Signaling	4751	6464
G-protein Coupled Signaling	5058	6464
G-protein Coupled Signaling	5062	6464
G-protein Coupled Signaling	5063	6464
G-protein Coupled Signaling	5129	6464
G-protein Coupled Signaling	5292	6464
G-protein Coupled Signaling	5347	6464
G-protein Coupled Signaling	5562	6464
G-protein Coupled Signaling	5563	6464
G-protein Coupled Signaling	5566	10488
G-protein Coupled Signaling	5566	1385
G-protein Coupled Signaling	5566	1386
G-protein Coupled Signaling	5566	148327
G-protein Coupled Signaling	5566	468
G-protein Coupled Signaling	5566	9586
G-protein Coupled Signaling	5567	10488
G-protein Coupled Signaling	5567	1385
G-protein Coupled Signaling	5567	1386
G-protein Coupled Signaling	5567	148327
G-protein Coupled Signaling	5567	468
G-protein Coupled Signaling	5567	9586
G-protein Coupled Signaling	5568	10488
G-protein Coupled Signaling	5568	1385
G-protein Coupled Signaling	5568	1386
G-protein Coupled Signaling	5568	148327
G-protein Coupled Signaling	5568	468
G-protein Coupled Signaling	5568	9586
G-protein Coupled Signaling	5573	10488
G-protein Coupled Signaling	5573	1385
G-protein Coupled Signaling	5573	1386
G-protein Coupled Signaling	5573	148327
G-protein Coupled Signaling	5573	468
G-protein Coupled Signaling	5573	9586
G-protein Coupled Signaling	5575	10488
G-protein Coupled Signaling	5575	1385
G-protein Coupled Signaling	5575	1386
G-protein Coupled Signaling	5575	148327
G-protein Coupled Signaling	5575	468
G-protein Coupled Signaling	5575	9586
G-protein Coupled Signaling	5576	10488
G-protein Coupled Signaling	5576	1385
G-protein Coupled Signaling	5576	1386
G-protein Coupled Signaling	5576	148327
G-protein Coupled Signaling	5576	468
G-protein Coupled Signaling	5576	9586
G-protein Coupled Signaling	5577	10488
G-protein Coupled Signaling	5577	1385
G-protein Coupled Signaling	5577	1386
G-protein Coupled Signaling	5577	148327
G-protein Coupled Signaling	5577	468
G-protein Coupled Signaling	5577	9586
G-protein Coupled Signaling	5580	6464
G-protein Coupled Signaling	5581	6464
G-protein Coupled Signaling	5583	6464
G-protein Coupled Signaling	5585	6464
G-protein Coupled Signaling	5588	6464
G-protein Coupled Signaling	5594	10488
G-protein Coupled Signaling	5594	1385
G-protein Coupled Signaling	5594	1386
G-protein Coupled Signaling	5594	148327
G-protein Coupled Signaling	5594	468
G-protein Coupled Signaling	5594	6464
G-protein Coupled Signaling	5594	9586
G-protein Coupled Signaling	5595	10488
G-protein Coupled Signaling	5595	1385
G-protein Coupled Signaling	5595	1386
G-protein Coupled Signaling	5595	148327
G-protein Coupled Signaling	5595	468
G-protein Coupled Signaling	5595	6464
G-protein Coupled Signaling	5595	9586
G-protein Coupled Signaling	5597	6464
G-protein Coupled Signaling	5598	6464
G-protein Coupled Signaling	5599	6464
G-protein Coupled Signaling	5601	6464
G-protein Coupled Signaling	5604	5594
G-protein Coupled Signaling	5604	5595
G-protein Coupled Signaling	5604	6464
G-protein Coupled Signaling	5605	5594
G-protein Coupled Signaling	5605	5595
G-protein Coupled Signaling	5605	6464
G-protein Coupled Signaling	5606	6464
G-protein Coupled Signaling	5608	6464
G-protein Coupled Signaling	5610	6464
G-protein Coupled Signaling	5613	6464
G-protein Coupled Signaling	57144	6464
G-protein Coupled Signaling	6416	6464
G-protein Coupled Signaling	6446	6464
G-protein Coupled Signaling	6464	2885
G-protein Coupled Signaling	673	6464
G-protein Coupled Signaling	7272	6464
G-protein Coupled Signaling	8899	6464
G-protein Coupled Signaling	9064	6464
G-protein Coupled Signaling	92	6464
G-protein Coupled Signaling	983	6464
GM-CSF Signaling	1437	1438
GM-CSF Signaling	1438	3055
GM-CSF Signaling	1438	3717
GM-CSF Signaling	1438	6464
GM-CSF Signaling	22800	5894
GM-CSF Signaling	22808	5894
GM-CSF Signaling	23533	10000
GM-CSF Signaling	23533	207
GM-CSF Signaling	23533	208
GM-CSF Signaling	2885	6654
GM-CSF Signaling	2885	6655
GM-CSF Signaling	3055	23533
GM-CSF Signaling	3055	5286
GM-CSF Signaling	3055	5287
GM-CSF Signaling	3055	5288
GM-CSF Signaling	3055	5289
GM-CSF Signaling	3055	5290
GM-CSF Signaling	3055	5291
GM-CSF Signaling	3055	5293
GM-CSF Signaling	3055	5294
GM-CSF Signaling	3055	5295
GM-CSF Signaling	3055	5296
GM-CSF Signaling	3055	8503
GM-CSF Signaling	3265	5894
GM-CSF Signaling	3717	23533
GM-CSF Signaling	3717	5286
GM-CSF Signaling	3717	5287
GM-CSF Signaling	3717	5288
GM-CSF Signaling	3717	5289
GM-CSF Signaling	3717	5290
GM-CSF Signaling	3717	5291
GM-CSF Signaling	3717	5293
GM-CSF Signaling	3717	5294
GM-CSF Signaling	3717	5295
GM-CSF Signaling	3717	5296
GM-CSF Signaling	3717	6774
GM-CSF Signaling	3717	6777
GM-CSF Signaling	3717	8503
GM-CSF Signaling	3845	5894
GM-CSF Signaling	4893	5894
GM-CSF Signaling	5286	10000
GM-CSF Signaling	5286	207
GM-CSF Signaling	5286	208
GM-CSF Signaling	5287	10000
GM-CSF Signaling	5287	207
GM-CSF Signaling	5287	208
GM-CSF Signaling	5288	10000
GM-CSF Signaling	5288	207
GM-CSF Signaling	5288	208
GM-CSF Signaling	5289	10000
GM-CSF Signaling	5289	207
GM-CSF Signaling	5289	208
GM-CSF Signaling	5290	10000
GM-CSF Signaling	5290	207
GM-CSF Signaling	5290	208
GM-CSF Signaling	5291	10000
GM-CSF Signaling	5291	207
GM-CSF Signaling	5291	208
GM-CSF Signaling	5293	10000
GM-CSF Signaling	5293	207
GM-CSF Signaling	5293	208
GM-CSF Signaling	5294	10000
GM-CSF Signaling	5294	207
GM-CSF Signaling	5294	208
GM-CSF Signaling	5295	10000
GM-CSF Signaling	5295	207
GM-CSF Signaling	5295	208
GM-CSF Signaling	5296	10000
GM-CSF Signaling	5296	207
GM-CSF Signaling	5296	208
GM-CSF Signaling	5594	2002
GM-CSF Signaling	5595	2002
GM-CSF Signaling	5604	5594
GM-CSF Signaling	5604	5595
GM-CSF Signaling	5605	5594
GM-CSF Signaling	5605	5595
GM-CSF Signaling	5894	5604
GM-CSF Signaling	5894	5605
GM-CSF Signaling	6237	5894
GM-CSF Signaling	6464	2885
GM-CSF Signaling	6654	22800
GM-CSF Signaling	6654	22808
GM-CSF Signaling	6654	3265
GM-CSF Signaling	6654	3845
GM-CSF Signaling	6654	4893
GM-CSF Signaling	6654	6237
GM-CSF Signaling	6655	22800
GM-CSF Signaling	6655	22808
GM-CSF Signaling	6655	3265
GM-CSF Signaling	6655	3845
GM-CSF Signaling	6655	4893
GM-CSF Signaling	6655	6237
GM-CSF Signaling	6774	598
GM-CSF Signaling	6777	1154
GM-CSF Signaling	6777	597
GM-CSF Signaling	8503	10000
GM-CSF Signaling	8503	207
GM-CSF Signaling	8503	208
IGF-1 Signaling	10000	2308
IGF-1 Signaling	10000	2309
IGF-1 Signaling	10000	572
IGF-1 Signaling	10000	842
IGF-1 Signaling	2002	2353
IGF-1 Signaling	207	2308
IGF-1 Signaling	207	2309
IGF-1 Signaling	207	572
IGF-1 Signaling	207	842
IGF-1 Signaling	208	2308
IGF-1 Signaling	208	2309
IGF-1 Signaling	208	572
IGF-1 Signaling	208	842
IGF-1 Signaling	22800	5894
IGF-1 Signaling	22808	5894
IGF-1 Signaling	2885	6654
IGF-1 Signaling	2885	6655
IGF-1 Signaling	3265	5894
IGF-1 Signaling	3479	3480
IGF-1 Signaling	3480	3667
IGF-1 Signaling	3480	6464
IGF-1 Signaling	3480	8660
IGF-1 Signaling	3667	23533
IGF-1 Signaling	3667	5286
IGF-1 Signaling	3667	5287
IGF-1 Signaling	3667	5288
IGF-1 Signaling	3667	5289
IGF-1 Signaling	3667	5290
IGF-1 Signaling	3667	5291
IGF-1 Signaling	3667	5293
IGF-1 Signaling	3667	5294
IGF-1 Signaling	3667	5295
IGF-1 Signaling	3667	5296
IGF-1 Signaling	3667	8503
IGF-1 Signaling	3845	5894
IGF-1 Signaling	4893	5894
IGF-1 Signaling	5170	10000
IGF-1 Signaling	5170	207
IGF-1 Signaling	5170	208
IGF-1 Signaling	5170	5566
IGF-1 Signaling	5170	5567
IGF-1 Signaling	5170	5568
IGF-1 Signaling	5170	5573
IGF-1 Signaling	5170	5575
IGF-1 Signaling	5170	5576
IGF-1 Signaling	5170	5577
IGF-1 Signaling	5170	5583
IGF-1 Signaling	5170	5584
IGF-1 Signaling	5170	5590
IGF-1 Signaling	5594	2002
IGF-1 Signaling	5595	2002
IGF-1 Signaling	5604	5594
IGF-1 Signaling	5604	5595
IGF-1 Signaling	5605	5594
IGF-1 Signaling	5605	5595
IGF-1 Signaling	5894	5604
IGF-1 Signaling	5894	5605
IGF-1 Signaling	6237	5894
IGF-1 Signaling	6464	2885
IGF-1 Signaling	6654	22800
IGF-1 Signaling	6654	22808
IGF-1 Signaling	6654	3265
IGF-1 Signaling	6654	3845
IGF-1 Signaling	6654	4893
IGF-1 Signaling	6654	6237
IGF-1 Signaling	6655	22800
IGF-1 Signaling	6655	22808
IGF-1 Signaling	6655	3265
IGF-1 Signaling	6655	3845
IGF-1 Signaling	6655	4893
IGF-1 Signaling	6655	6237
IGF-1 Signaling	8660	23533
IGF-1 Signaling	8660	5286
IGF-1 Signaling	8660	5287
IGF-1 Signaling	8660	5288
IGF-1 Signaling	8660	5289
IGF-1 Signaling	8660	5290
IGF-1 Signaling	8660	5291
IGF-1 Signaling	8660	5293
IGF-1 Signaling	8660	5294
IGF-1 Signaling	8660	5295
IGF-1 Signaling	8660	5296
IGF-1 Signaling	8660	8503
IL10 Signaling	1147	4790
IL10 Signaling	1147	4791
IL10 Signaling	1147	5966
IL10 Signaling	1147	5970
IL10 Signaling	1147	5971
IL10 Signaling	1432	6667
IL10 Signaling	2353	3569
IL10 Signaling	26525	3554
IL10 Signaling	26525	7850
IL10 Signaling	27177	3554
IL10 Signaling	27177	7850
IL10 Signaling	27178	3554
IL10 Signaling	27178	7850
IL10 Signaling	27179	3554
IL10 Signaling	27179	7850
IL10 Signaling	3551	4790
IL10 Signaling	3551	4791
IL10 Signaling	3551	5966
IL10 Signaling	3551	5970
IL10 Signaling	3551	5971
IL10 Signaling	3552	3554
IL10 Signaling	3552	7850
IL10 Signaling	3553	3554
IL10 Signaling	3553	7850
IL10 Signaling	3554	7189
IL10 Signaling	3557	3554
IL10 Signaling	3557	7850
IL10 Signaling	3586	3587
IL10 Signaling	3587	3716
IL10 Signaling	3587	7297
IL10 Signaling	3606	3554
IL10 Signaling	3606	7850
IL10 Signaling	3716	6774
IL10 Signaling	3725	2353
IL10 Signaling	4790	3569
IL10 Signaling	4790	7124
IL10 Signaling	4791	3569
IL10 Signaling	4791	7124
IL10 Signaling	5599	2002
IL10 Signaling	5599	3725
IL10 Signaling	5600	6667
IL10 Signaling	5603	6667
IL10 Signaling	5606	1432
IL10 Signaling	5606	5600
IL10 Signaling	5606	5603
IL10 Signaling	5606	6300
IL10 Signaling	5608	1432
IL10 Signaling	5608	5600
IL10 Signaling	5608	5603
IL10 Signaling	5608	6300
IL10 Signaling	56300	3554
IL10 Signaling	56300	7850
IL10 Signaling	5966	3569
IL10 Signaling	5966	7124
IL10 Signaling	5970	3569
IL10 Signaling	5970	7124
IL10 Signaling	5971	3569
IL10 Signaling	5971	7124
IL10 Signaling	6300	6667
IL10 Signaling	6416	5599
IL10 Signaling	6774	1230
IL10 Signaling	6774	1234
IL10 Signaling	6774	2212
IL10 Signaling	6774	2213
IL10 Signaling	6774	3162
IL10 Signaling	6774	384
IL10 Signaling	6774	9021
IL10 Signaling	6774	9103
IL10 Signaling	6885	5606
IL10 Signaling	6885	5608
IL10 Signaling	6885	6416
IL10 Signaling	6885	9020
IL10 Signaling	6885	9448
IL10 Signaling	7189	6885
IL10 Signaling	7297	6774
IL10 Signaling	7850	7189
IL10 Signaling	84639	3554
IL10 Signaling	84639	7850
IL10 Signaling	8517	4790
IL10 Signaling	8517	4791
IL10 Signaling	8517	5966
IL10 Signaling	8517	5970
IL10 Signaling	8517	5971
IL10 Signaling	9020	1147
IL10 Signaling	9020	3551
IL10 Signaling	9020	8517
IL10 Signaling	9020	9641
IL10 Signaling	9448	1147
IL10 Signaling	9448	3551
IL10 Signaling	9448	8517
IL10 Signaling	9448	9641
IL10 Signaling	9641	4790
IL10 Signaling	9641	4791
IL10 Signaling	9641	5966
IL10 Signaling	9641	5970
IL10 Signaling	9641	5971
IL-2 Signaling	22800	5894
IL-2 Signaling	22808	5894
IL-2 Signaling	2353	3725
IL-2 Signaling	2885	6654
IL-2 Signaling	2885	6655
IL-2 Signaling	3265	5894
IL-2 Signaling	3558	3560
IL-2 Signaling	3558	3561
IL-2 Signaling	3560	3716
IL-2 Signaling	3560	3718
IL-2 Signaling	3716	23533
IL-2 Signaling	3716	3718
IL-2 Signaling	3716	5286
IL-2 Signaling	3716	5287
IL-2 Signaling	3716	5288
IL-2 Signaling	3716	5289
IL-2 Signaling	3716	5290
IL-2 Signaling	3716	5291
IL-2 Signaling	3716	5293
IL-2 Signaling	3716	5294
IL-2 Signaling	3716	5295
IL-2 Signaling	3716	5296
IL-2 Signaling	3716	5781
IL-2 Signaling	3716	8503
IL-2 Signaling	3718	6464
IL-2 Signaling	3718	6776
IL-2 Signaling	3718	6777
IL-2 Signaling	3845	5894
IL-2 Signaling	4893	5894
IL-2 Signaling	5604	5594
IL-2 Signaling	5604	5595
IL-2 Signaling	5605	5594
IL-2 Signaling	5605	5595
IL-2 Signaling	5781	2885
IL-2 Signaling	5894	5604
IL-2 Signaling	5894	5605
IL-2 Signaling	6237	5894
IL-2 Signaling	6464	2885
IL-2 Signaling	6654	22800
IL-2 Signaling	6654	22808
IL-2 Signaling	6654	3265
IL-2 Signaling	6654	3845
IL-2 Signaling	6654	4893
IL-2 Signaling	6654	6237
IL-2 Signaling	6655	22800
IL-2 Signaling	6655	22808
IL-2 Signaling	6655	3265
IL-2 Signaling	6655	3845
IL-2 Signaling	6655	4893
IL-2 Signaling	6655	6237
IL-4 Signaling	10000	2475
IL-4 Signaling	207	2475
IL-4 Signaling	208	2475
IL-4 Signaling	2475	6198
IL-4 Signaling	2475	6199
IL-4 Signaling	2475	6200
IL-4 Signaling	3159	10725
IL-4 Signaling	3159	4772
IL-4 Signaling	3159	4773
IL-4 Signaling	3159	4775
IL-4 Signaling	3159	4776
IL-4 Signaling	3716	3667
IL-4 Signaling	3716	6464
IL-4 Signaling	3716	6778
IL-4 Signaling	6198	3159
IL-4 Signaling	6199	3159
IL-4 Signaling	6200	3159
IL-4 Signaling	6464	3635
IL-4 Signaling	6464	3636
IL-4 Signaling	6778	2208
IL-4 Signaling	6778	3497
IL6 Signaling	1051	1277
IL6 Signaling	1051	7130
IL6 Signaling	1147	4790
IL6 Signaling	1147	4791
IL6 Signaling	1147	5966
IL6 Signaling	1147	5970
IL6 Signaling	1147	5971
IL6 Signaling	2002	6722
IL6 Signaling	22800	5894
IL6 Signaling	22808	5894
IL6 Signaling	26525	3554
IL6 Signaling	26525	7850
IL6 Signaling	27177	3554
IL6 Signaling	27177	7850
IL6 Signaling	27178	3554
IL6 Signaling	27178	7850
IL6 Signaling	27179	3554
IL6 Signaling	27179	7850
IL6 Signaling	2885	6654
IL6 Signaling	2885	6655
IL6 Signaling	3265	5894
IL6 Signaling	3551	4790
IL6 Signaling	3551	4791
IL6 Signaling	3551	5966
IL6 Signaling	3551	5970
IL6 Signaling	3551	5971
IL6 Signaling	3552	3554
IL6 Signaling	3552	7850
IL6 Signaling	3553	3554
IL6 Signaling	3553	7850
IL6 Signaling	3554	7189
IL6 Signaling	3557	3554
IL6 Signaling	3557	7850
IL6 Signaling	3569	3570
IL6 Signaling	3569	3572
IL6 Signaling	3570	3717
IL6 Signaling	3570	6464
IL6 Signaling	3572	3717
IL6 Signaling	3606	3554
IL6 Signaling	3606	7850
IL6 Signaling	3717	6464
IL6 Signaling	3717	6774
IL6 Signaling	3725	2353
IL6 Signaling	3845	5894
IL6 Signaling	4790	1051
IL6 Signaling	4790	1588
IL6 Signaling	4790	3576
IL6 Signaling	4790	5243
IL6 Signaling	4790	7130
IL6 Signaling	4791	1051
IL6 Signaling	4791	1588
IL6 Signaling	4791	3576
IL6 Signaling	4791	5243
IL6 Signaling	4791	7130
IL6 Signaling	4804	7186
IL6 Signaling	4893	5894
IL6 Signaling	4982	7186
IL6 Signaling	5594	1051
IL6 Signaling	5594	2002
IL6 Signaling	5595	1051
IL6 Signaling	5595	2002
IL6 Signaling	5599	2002
IL6 Signaling	5599	3725
IL6 Signaling	5601	2002
IL6 Signaling	5601	3725
IL6 Signaling	5602	2002
IL6 Signaling	5602	3725
IL6 Signaling	5604	5594
IL6 Signaling	5604	5595
IL6 Signaling	5605	5594
IL6 Signaling	5605	5595
IL6 Signaling	5609	5599
IL6 Signaling	5609	5601
IL6 Signaling	5609	5602
IL6 Signaling	5609	6300
IL6 Signaling	5609	6416
IL6 Signaling	56300	3554
IL6 Signaling	56300	7850
IL6 Signaling	5894	5604
IL6 Signaling	5894	5605
IL6 Signaling	5966	1051
IL6 Signaling	5966	1588
IL6 Signaling	5966	3576
IL6 Signaling	5966	5243
IL6 Signaling	5966	7130
IL6 Signaling	5970	1051
IL6 Signaling	5970	1588
IL6 Signaling	5970	3576
IL6 Signaling	5970	5243
IL6 Signaling	5970	7130
IL6 Signaling	5971	1051
IL6 Signaling	5971	1588
IL6 Signaling	5971	3576
IL6 Signaling	5971	5243
IL6 Signaling	5971	7130
IL6 Signaling	6237	5894
IL6 Signaling	6300	2002
IL6 Signaling	6300	3725
IL6 Signaling	6416	2002
IL6 Signaling	6416	3725
IL6 Signaling	6416	5599
IL6 Signaling	6416	5601
IL6 Signaling	6416	5602
IL6 Signaling	6416	6300
IL6 Signaling	6416	6416
IL6 Signaling	6464	2885
IL6 Signaling	6654	22800
IL6 Signaling	6654	22808
IL6 Signaling	6654	3265
IL6 Signaling	6654	3845
IL6 Signaling	6654	4893
IL6 Signaling	6654	6237
IL6 Signaling	6655	22800
